date,ID,rep,conductance,temperature,amb_hum,amb_temp,ECSt_mAU,gH+,leaf_angle,leaf_temp_diff,LEF,PAR,NPQt,Phi2,PhiNO,PhiNPQ,PS1_active ,PS1_open,PS1_over,PS1_oxidized,rel_chlorophyll,thickness,vH+,leaf_area,leaf_mass
09/11/19,TG1_SOR_3,C,167.6,26.2,63.356,24.47,0.00016,356.359,23.786,-2,55.8431496,191.506,0.225,0.648,0.287,0.065,6,0.145,0.807,0.047,51.38,2.23,0.057,5656.603,540.9
09/11/19,USDA1_SOR_1,A,438.9,29.4,61.665,25.21,0.00017,200.359,12.507,-2.06,74.4692958,279.068,0.465,0.593,0.278,0.129,3.323,0.764,0.241,-0.005,57.9,1.72,0.034,7184.784,616.5
09/11/19,USDA1_SOR_1,B,392.3,30.4,62.604,24.84,0.00023,579.527,29.451,-6.39,77.716656,288.32,0.294,0.599,0.31,0.091,4.086,0.557,0.41,0.033,65.27,2.03,0.133,6538.501,611.4
09/11/19,USDA1_SOR_1,C,573.8,31.3,63.476,24.73,0.00036,201.901,19.843,-2.78,121.1519988,469.036,0.477,0.574,0.289,0.138,4.338,0.364,0.576,0.06,57.6,2.49,0.073,7417.452,639.5
09/11/19,USDA1_SOR_2,A,543.2,29.7,64.27,24.65,0.00021,418.755,17.357,-1.64,101.3554688,360.375,0.277,0.625,0.293,0.081,3.468,0.754,0.267,-0.021,56.68,2.13,0.088,10023.679,1101.2
09/11/19,USDA1_SOR_2,B,704.4,31,63.937,24.73,0.00029,354.014,14.722,-3.4,92.67615,326.9,0.28,0.63,0.289,0.081,2.041,0.874,-0.379,0.506,52.88,2.46,0.103,3659.499,252.4
09/11/19,USDA1_SOR_2,C,644.2,32.5,63.881,24.75,0.00023,894.498,19.759,-4.56,114.8112819,402.423,0.29,0.634,0.284,0.082,2.517,1.411,-0.211,-0.2,57.48,2.21,0.206,6189.586,565.4
09/11/19,USDA1_SOR_3,A,296.4,31.6,63.703,24.8,0.00019,181.457,27.288,-1.79,115.2826803,417.918,0.282,0.613,0.302,0.085,3.738,0.596,0.47,-0.066,57.63,2.04,0.034,8525.299,768.2
09/11/19,USDA1_SOR_3,B,380.6,32.5,63.424,24.86,0.00026,308.559,21.379,-3.29,134.3167326,479.874,0.255,0.622,0.301,0.077,3.472,0.839,0.267,-0.106,55.01,1.92,0.08,8065.216,729.4
09/11/19,USDA1_SOR_3,C,357.3,33.7,62.986,24.86,0.00035,282.4,35.853,-3.95,147.9262176,540.666,0.285,0.608,0.305,0.087,4.221,0.493,0.826,-0.318,57.93,2.32,0.099,8419.913,789.7
09/16/19,USDA2_COT_1,A,267.2,33.2,32.578,35.74,0.00089,212.183,10.271,-5.17,261.3639717,1500.798,1.026,0.387,0.303,0.31,0.766,0.12,-0.121,1.001,35.24,2.06,0.189,4933.488,523.6
09/16/19,USDA2_COT_1,B,375.3,33.8,34.369,33.67,0.00086,193.462,17.725,-6.24,230.3982666,1414.354,2.444,0.362,0.185,0.452,1.782,-0.175,-0.937,2.113,60.82,2.01,0.166,5280.815,601.1
09/16/19,USDA2_COT_1,C,309.9,34.7,34.534,33.53,0.00096,182.461,16.797,-5.04,222.3844128,1466.432,2.707,0.337,0.179,0.484,3.003,0.378,0.236,0.385,59.74,2.13,0.175,5999.739,681.2
09/16/19,USDA2_COT_2,A,348.5,35.3,34.989,33.49,0.00106,186.636,33.207,-3.16,247.3570971,1734.014,3.733,0.317,0.144,0.538,1.406,0.712,-0.082,0.37,56.68,2.27,0.198,5840.363,624.8
09/16/19,USDA2_COT_2,B,307.3,36.1,34.687,33.53,0.00122,245.317,40.445,-6.32,269.4507759,1792.753,2.871,0.334,0.172,0.494,2.022,0.226,0.301,0.473,57.73,2.09,0.299,7646.779,694.4
09/16/19,USDA2_COT_2,C,460.5,36.6,35,33.63,0.0006,272.814,33.17,-4.2,239.3551071,1392.409,2.176,0.382,0.195,0.424,0.939,1.518,-0.735,0.217,56.5,2.41,0.164,6640.514,717.4
09/16/19,USDA2_COT_3,A,192.9,42,34.902,33.74,0.00074,241.545,35.21,-5.25,278.0319897,1855.402,2.569,0.333,0.187,0.48,3.171,0.111,0.438,0.451,62.18,2.21,0.179,5036.518,604
09/16/19,USDA2_COT_3,B,246.5,41.5,33.872,33.78,0.00076,264.896,56.551,-7.21,257.2583922,1370.948,1.952,0.417,0.198,0.386,2.198,1.038,0.686,-0.724,56.83,2.09,0.201,6668.372,703.1
09/16/19,USDA2_COT_3,C,462.3,40.4,34.27,33.76,0.00093,224.547,32.916,-5.65,288.5309235,1771.215,2.524,0.362,0.181,0.457,2.453,0.366,0.302,0.332,59.58,2.13,0.209,6979.677,734.9
09/16/19,USDA3_COT_1,A,533.1,33.8,37.02,34.36,0.00093,229.301,2.237,-6.33,245.9731806,1231.097,2.498,0.444,0.159,0.397,4.175,0.347,0.075,0.578,64.63,2.02,0.213,25100.516,1860.2
09/16/19,USDA3_COT_1,B,612.2,33.3,36.436,34.84,0.00115,180.999,12.534,-3.37,229.2683148,1299.707,3.436,0.392,0.137,0.471,2.479,0.729,0.099,0.172,69.18,1.65,0.208,41761.646,3282.6
09/16/19,USDA3_COT_1,C,379.3,32.6,38.151,35.51,0.00121,157.325,5.371,-2.74,187.4706458,1330.995,5.931,0.313,0.099,0.588,1.942,1.001,-0.238,0.237,58.76,2.1,0.19,41619.971,2977.9
09/16/19,USDA3_COT_2,A,571.4,37.3,38.051,36.01,0.00026,303.066,11.852,-2.64,79.9260138,298.009,1.334,0.596,0.173,0.231,2.556,1.366,-0.848,0.481,60.46,2.28,0.079,21188.665,1546.9
09/16/19,USDA3_COT_2,B,501.6,36.9,35.829,36.28,0.00133,183.336,29.482,-1.33,248.6058048,1689.472,4.741,0.327,0.117,0.555,2.383,0.878,-0.015,0.137,68.5,0.17,0.244,30314.922,2401.9
09/16/19,USDA3_COT_2,C,386.2,35.9,34.978,36.41,0.00037,273.954,10.795,-1.76,141.3510147,521.783,1.274,0.602,0.175,0.223,0.789,0.04,-0.175,1.135,48.39,1.91,0.101,8876.89,655.2
09/16/19,USDA3_COT_3,A,612.5,37.5,33.991,36.33,0.00036,219.682,10.286,-1.52,97.44043275,404.737,1.799,0.535,0.166,0.299,1.76,1.089,-0.295,0.206,57.6,1.53,0.079,22861.449,1627.4
09/16/19,USDA3_COT_3,B,542.4,36.4,33.246,36.15,0.00041,246.602,9.42,-8.26,133.932807,549.13,1.501,0.542,0.183,0.275,1.722,0.752,0.357,-0.109,47.1,2.42,0.101,24119.558,1602.8
09/16/19,USDA3_COT_3,C,859.4,36,33.519,35.85,0.00036,219.553,22.448,-8.1,106.4806398,391.761,1.223,0.604,0.178,0.218,3.349,0.646,0.5,-0.145,61.46,2.17,0.079,26062.924,2103.8
09/18/19,USDA3B_COT_1,A,635.9,31.7,60.69,25.34,0.00109,161.246,54.517,2.73,308.760768,1786.81,2.344,0.384,0.184,0.432,2.255,0.294,0.09,0.615,45.84,2.48,0.176,7449.342,694.9
09/18/19,USDA3B_COT_1,B,761.8,31.9,59.263,25.77,0.00083,241.41,24.895,4.2,266.842409,1408.511,2.155,0.421,0.184,0.396,-0.577,-2.767,4.844,-1.077,42.7,2.04,0.2,8768.382,664.7
09/18/19,USDA3B_COT_1,C,910.8,31.9,57.277,26.14,0.00073,261.507,15.678,4.69,242.0401014,1106.722,1.036,0.486,0.252,0.262,2.783,0.37,0.452,0.178,43.51,2.32,0.191,5537.93,440.9
09/18/19,USDA3B_COT_2,A,953.5,32.5,47.581,29.57,0.00083,263.757,23.232,1.08,276.5919717,1484.659,2.741,0.414,0.157,0.429,1.904,0.238,0.17,0.592,43.87,1.99,0.219,8534.125,737.9
09/18/19,USDA3B_COT_2,B,267.5,32.5,47.04,29.74,0.00118,237.071,27.152,2.41,327.7894734,1611.551,1.59,0.452,0.212,0.337,1.851,0.511,0.142,0.347,41.76,1.86,0.28,5824.9,498.3
09/18/19,USDA3B_COT_2,C,875.3,32.4,47.293,29.94,0.00079,243.314,16.777,-1.13,231.8607324,1064.558,0.692,0.484,0.305,0.211,1.983,0.437,-0.074,0.638,49.66,1.78,0.192,9085.614,796.9
09/18/19,USDA3B_COT_3,A,467.6,33,43.108,31.49,0.00067,302.223,19.355,0.4,287.6274162,1582.109,2.158,0.404,0.189,0.407,1.823,0.104,-0.001,0.897,47.12,1.85,0.202,7774.522,669.2
09/18/19,USDA3B_COT_3,B,760.7,33.2,43.223,31.58,0.00137,206.503,24.563,2.13,318.8579031,1695.151,2.118,0.418,0.187,0.395,1.995,0.505,0.026,0.469,49.97,1.73,0.283,8397.958,698.3
09/18/19,USDA3B_COT_3,C,574.6,33.6,41.54,31.72,0.00208,143.293,7.293,-0.13,258.3387135,1414.005,1.858,0.406,0.208,0.386,2.914,0.353,0.239,0.408,51.26,1.73,0.298,7830.879,604.4
09/18/19,USDA4_SOR_1,A,498.2,34.8,38.29,32.55,0.00074,211.501,10.319,-3.98,191.4831009,1212.302,3.382,0.351,0.148,0.501,2.321,0.411,-0.171,0.76,65.48,1.62,0.157,23610.567,1500.7
09/18/19,USDA4_SOR_1,B,388.6,34.9,38.218,32.8,0.00085,236.993,13.039,-2.51,290.5929,1519.44,2.642,0.425,0.158,0.417,2.454,1.162,-0.363,0.202,60.09,2.38,0.201,33022.933,2384.7
09/18/19,USDA4_SOR_1,C,287.7,35.3,38.033,33.12,0.00025,300.085,71.239,-2.97,50.4682677,189.766,0.834,0.591,0.223,0.186,2.72,0.759,0.288,-0.047,66.05,1.17,0.075,15955.227,970.1
09/18/19,USDA4_SOR_2,A,94.2,35.7,35.816,34.32,0.00093,213.129,25.438,-1.47,180.0367128,1190.719,3.756,0.336,0.14,0.524,2.752,0.294,0.242,0.464,54.11,2.15,0.198,44346.51,2506.1
09/18/19,USDA4_SOR_2,B,223.2,36,36.796,34.5,0.0002,467.404,18.323,-1.57,63.823518,255.09,1.731,0.556,0.163,0.282,3.66,0.099,0.419,0.482,37.33,2.28,0.093,12815.41,775
09/18/19,USDA4_SOR_2,C,512.4,36.7,35.234,34.69,0.00099,230.591,3.172,-4.36,259.3565703,1605.426,3.388,0.359,0.146,0.495,0.722,0.63,-6.323,6.693,45.64,2.08,0.228,30649.277,1920.8
09/18/19,USDA4_SOR_3,A,237,37.1,34.625,35.5,0.00103,226.173,2.234,-2.01,215.7669365,1603.619,4.935,0.299,0.118,0.583,1.815,0.169,0.576,0.255,54.17,2.35,0.233,26898.718,1735.1
09/18/19,USDA4_SOR_3,B,781.2,37.5,34.48,35.62,0.00109,217.014,8.886,-1.57,233.2618313,1722.125,4.991,0.301,0.117,0.582,1.821,0.486,-0.135,0.649,53.18,2.07,0.237,27745.256,1600.5
09/18/19,USDA4_SOR_3,C,423.6,37.8,32.944,35.9,0.00091,252.337,7.014,-5.29,339.4712052,1691.436,2.475,0.446,0.159,0.395,2.212,0.119,-0.259,1.139,53.24,2.44,0.23,17732.696,1140.7
09/11/19,USDA5_COT_1,A,150,29.4,50.975,29.22,0.00065,273.744,20.51,-1.29,164.2179231,721.203,1.211,0.506,0.223,0.271,1.704,0.565,0.02,0.415,57.44,2.09,0.178,3259.405,271.9
09/11/19,USDA5_COT_1,B,127.6,30,51.153,28.85,0.0007,114.981,8.85,-5.46,176.5744155,800.791,1.356,0.49,0.216,0.293,2.219,0.669,0.255,0.076,54.63,2.51,0.08,5399.558,497.1
09/11/19,USDA5_COT_1,C,152.2,30.2,51.89,28.79,0.001,213.478,36.957,-3.7,277.5068352,1573.168,1.627,0.392,0.231,0.377,3.256,0.345,0.335,0.32,61.21,1.82,0.213,4926.994,327.3
09/11/19,USDA5_COT_2,A,228.5,29.7,52.206,28.81,0.00067,179.415,20.296,-4.86,229.3220727,1155.566,1.435,0.441,0.23,0.329,2.526,0.235,0.342,0.423,63.83,2.1,0.12,5308.24,535.7
09/11/19,USDA5_COT_2,B,178.4,30.8,51.654,29.17,0.00055,260.093,17.791,-3.7,189.7998183,761.331,0.688,0.554,0.264,0.182,3.768,0.071,0.547,0.383,62.13,2.3,0.143,5612.268,409.4
09/11/19,USDA5_COT_2,C,183.9,31.7,50.929,29.44,0.00082,209.839,19.619,-6.87,342.2166462,1772.684,1.363,0.429,0.241,0.329,2.773,0.443,-0.029,0.586,57.39,2.12,0.172,6862.947,651.6
09/11/19,USDA5_COT_3,A,166.9,29.8,50.062,29.49,0.00061,207.664,19.547,-5.26,354.4942023,1766.289,1.261,0.446,0.245,0.309,3.907,0.486,0.328,0.185,58.32,1.93,0.127,4759.1,317.1
09/11/19,USDA5_COT_3,B,99.1,31.1,49.856,29.52,0.00063,229.294,20.886,-5.33,393.686771,1826.429,1.097,0.479,0.248,0.272,3.474,0.484,0.442,0.074,58.89,2.36,0.144,6897.664,584.5
09/11/19,USDA5_COT_3,C,207.1,32,49.954,29.78,0.00063,232.093,20.797,-5.21,351.7166304,1601.624,0.95,0.488,0.263,0.25,2.968,0.5,0.342,0.157,57.46,2.38,0.146,4729.809,396.1
01/27/20,USDA5_SOR_1,A,619.6,31.3,25.046,22.64,0.00025,143.522,67.046,3.61,170.4402081,1144.278,2.465,0.331,0.193,0.476,-0.503,-1.188,14.192,-12.004,8.37,1.21,0.036,2629.235,131.8
01/27/20,USDA5_SOR_1,B,614.6,32.8,25.419,23.54,0.00018,110.871,49.866,3.39,86.4103356,421.103,1.959,0.456,0.184,0.36,1.211,0.461,-0.194,0.733,15.65,0.47,0.02,2815.711,155.4
01/27/20,USDA5_SOR_1,C,441.2,33.6,25.128,25.11,0.0019,75.577,19.404,4.36,207.4337559,1732.947,5.214,0.266,0.118,0.616,2.974,0.308,0.175,0.517,58.17,0.69,0.144,2232.418,107.6
01/27/20,USDA5_SOR_2,A,464.4,32.7,23.876,26.05,0.00037,166.866,33.193,-1.44,55.324269,225.17,0.791,0.546,0.253,0.2,2.219,0.781,0.185,0.034,52.37,0.94,0.062,1554.346,74.3
01/27/20,USDA5_SOR_2,B,632,33.7,23.359,26.56,0.00008,330.08,57.954,0.61,23.7500964,92.919,0.601,0.568,0.27,0.162,2.311,0.99,0,0.01,61.87,0.64,0.026,2153.947,113.3
01/27/20,USDA5_SOR_2,C,724,34.8,21.222,27.06,88.81018,0,53.832,0.37,26.1337725,95.205,0.662,0.61,0.235,0.155,2.175,0.843,0.073,0.084,44.62,0.92,0,2099.291,108.2
01/27/20,USDA5_SOR_3,A,633.5,33.8,20.486,28.95,0.00107,74.7,55.061,-0.74,194.7118091,2070.301,5.73,0.209,0.118,0.674,2.027,0.079,0.053,0.869,37.38,0.35,0.08,3113.302,152.3
01/27/20,USDA5_SOR_3,B,705,34.8,19.93,29.25,0.00009,206.769,121.332,-1.9,20.3862096,74.024,0.745,0.612,0.222,0.165,1.794,1.161,-0.119,-0.042,51.46,0.72,0.019,1960.342,89.6
01/27/20,USDA5_SOR_3,C,694.5,35.7,21.105,29.26,0.00152,81.178,13.135,0.85,178.1321373,1328.353,2.771,0.298,0.186,0.516,3.241,0.258,0.287,0.455,59.15,1.04,0.123,1522.662,78.1
01/27/20,USDAP1_COT_1,A,364.3,31.2,19.719,29.19,0.00085,126.332,33.79,-1.62,137.8981616,868.103,4.314,0.353,0.122,0.525,1.582,0.353,-0.38,1.027,63.93,0.52,0.107,1375.647,74.8
01/27/20,USDAP1_COT_1,B,308.5,32.3,20.224,29.31,0.00182,70.523,19.207,0.84,132.4820016,943.604,3.419,0.312,0.156,0.532,1.998,0.37,0.139,0.492,61.82,0.47,0.128,1818.592,77.8
01/27/20,USDAP1_COT_1,C,498.3,33.1,20.323,29.71,0.00166,84.193,27.366,0.12,186.5133,1726.975,2.501,0.24,0.217,0.543,2.813,0.302,0.137,0.56,68.27,0.74,0.14,1540.043,71.8
01/22/20,USDAP1_COT_2,A,297.3,32.1,53.27,15.14,29.87426,0.001,17.352,0.45,199.4339277,1617.469,0.848,0.274,0.393,0.333,6.728,0.299,0.551,0.149,34.7,0.92,0.03,2881.968,193.3
01/22/20,USDAP1_COT_2,B,274,33,52.476,15.48,0.00006,-2285.522,10.187,2.61,217.781874,1457.71,1.597,0.332,0.257,0.411,3.013,0.23,0.566,0.204,7.61,0.64,-0.137,1761.682,125.4
01/22/20,USDAP1_COT_2,C,140.6,33.7,53.058,16.08,0.00042,72.818,4.179,0.55,59.1419367,243.834,1.065,0.539,0.223,0.238,4.376,0.464,0.456,0.08,73.56,1,0.031,3057.892,199.4
01/22/20,USDAP1_COT_3,A,197.1,32.7,49.169,16.94,-0.00298,558.16,20.261,-0.05,197.0940227,1744.967,0.914,0.251,0.391,0.358,0.848,0.886,-0.641,0.755,13.08,1.53,-1.663,2680.709,175.5
01/22/20,USDAP1_COT_3,B,170.8,34.1,52.273,17.56,0.00029,74.604,15.894,0.99,172.9119357,1428.434,1.584,0.269,0.283,0.448,2.209,-0.093,0.052,1.041,17.27,1.62,0.022,2445.226,164.8
01/22/20,USDAP1_COT_3,C,181.3,35.2,50.071,17.91,0.00018,106.745,11.696,0.28,149.9401557,1338.154,0.975,0.249,0.38,0.371,3.94,0.155,0.427,0.417,9.37,0.9,0.019,2668.597,170.3
01/22/20,USDAP1_RYE_1,A,106.6,21.6,51.894,17.31,0.00105,87.594,6.489,1.62,248.0723442,1761.252,2.244,0.313,0.212,0.475,4.194,0.325,0.336,0.339,61.1,1.29,0.092,3455.61,237.9
01/22/20,USDAP1_RYE_1,B,142.3,23.8,46.586,18.41,0.00163,82.474,31.907,2.7,263.2752396,1911.948,2.18,0.306,0.218,0.475,4.917,0.215,0.364,0.421,77.36,1.17,0.134,1913.475,129.7
01/22/20,USDAP1_RYE_1,C,29.2,26.3,42.425,19.27,0.00128,84.839,24.548,-0.62,131.834547,834.66,1.165,0.351,0.3,0.349,5.001,0.167,0.577,0.256,73.81,1.68,0.109,2010.763,118.7
09/11/19,USDAP1_RYE_2,A,23.8,26.6,47.406,31.46,0.00051,261.519,23.664,-5.41,305.1292388,1595.447,1.658,0.425,0.216,0.359,4.798,0.35,0.523,0.127,58.57,2.14,0.133,8562.964,895.6
09/11/19,USDAP1_RYE_2,B,78.4,27,61.406,25.43,0.00066,75.011,5.583,-1.8,50.3125929,561.838,12.021,0.199,0.061,0.739,1.671,0.303,-0.241,0.938,50.69,2.05,0.05,4651.1,492.5
09/11/19,USDAP1_RYE_2,C,68.8,27.5,56.178,26.85,0.00059,90.258,19.142,-3.74,51.29035425,555.993,13.131,0.205,0.056,0.739,0.787,2.157,0.337,-1.494,45.94,2.32,0.053,7597.763,880.5
09/11/19,USDAP1_RYE_3,A,33.9,26.5,56.021,26.9,0.00153,53.416,6.405,-1.13,49.2957126,567.596,11.17,0.193,0.066,0.74,1.245,0.657,0.281,0.062,46.49,2.06,0.082,6955.244,779
09/11/19,USDAP1_RYE_3,B,95.3,27.8,55.982,26.95,0.00047,90.756,6.457,-3.32,60.84678915,686.371,12.56,0.197,0.059,0.744,0.905,0.646,-0.559,0.913,51.17,2.25,0.043,5667.083,596
09/11/19,USDAP1_RYE_3,C,64.1,28.8,56.085,27.03,0.001,61.603,29.88,-1.5,43.049331,473.59,11.477,0.202,0.064,0.734,1.745,0.205,-0.023,0.818,52.33,2.45,0.062,6042.957,617.6
09/11/19,USDAP1_RYE_4,A,68.1,28.3,54.553,27.48,0.00106,75.675,4.348,-1.81,67.2935445,766.878,13.031,0.195,0.057,0.747,3.376,0.112,0.381,0.507,56.85,2.42,0.08,3992.543,412.9
09/11/19,USDAP1_RYE_4,B,23.2,28.3,53.883,27.88,0.00068,75.45,10.999,-1.09,39.6261423,506.081,16.436,0.174,0.047,0.778,1.72,0.181,-0.041,0.86,50.91,2.21,0.051,5082.062,581.4
09/11/19,USDAP1_RYE_4,C,144.4,28.2,53.152,28.07,0.00096,76.383,16.97,-0.4,56.2882635,595.643,11.381,0.21,0.064,0.726,2.62,0.059,0.241,0.7,54.31,2.22,0.073,4220.187,366
01/29/20,USDAP1_TRI_1,A,291.3,17.9,30.294,15.68,0.00174,26.962,45.036,-1.97,113.7689082,961.292,1.069,0.263,0.356,0.381,3.686,0.244,0.446,0.31,60.5,0.6,0.047,1718.699,105.2
01/29/20,USDAP1_TRI_1,B,69.2,18.8,29.542,16.24,0.00142,81.058,63.853,-0.45,130.0770009,1251.342,1.784,0.231,0.276,0.493,3.583,0.258,0.242,0.5,65.07,0.68,0.115,2081.974,112.7
01/29/20,USDAP1_TRI_1,C,232.6,19.3,28.961,16.85,0.00115,78.027,31.853,-0.74,98.2221552,757.887,3.549,0.288,0.157,0.556,2.993,0.443,0.227,0.33,63.53,0.88,0.09,1911.869,119.5
01/29/20,USDAP1_TRI_2,A,322.5,20.4,28.229,17.61,0.00107,133.06,69.955,-2.18,205.796025,1829.298,2.773,0.25,0.199,0.551,3.436,0.189,0.278,0.533,65.66,0.86,0.142,3599.392,197.3
01/29/20,USDAP1_TRI_2,B,140.5,20.9,28.326,17.88,0.00033,122.744,111.632,-1.35,41.66181225,208.049,0.662,0.445,0.334,0.221,2.589,0.587,0.32,0.093,59.41,0.58,0.041,2408.191,138.1
01/29/20,USDAP1_TRI_2,C,320.1,21.1,28.87,18.23,0.00105,95.434,4.775,-1.2,95.0712714,1089.018,1.141,0.194,0.376,0.429,2.871,0.169,0.406,0.425,58.15,0.76,0.1,2747.809,133.3
01/29/20,USDAP1_TRI_3,A,97.8,17.8,26.729,18.47,0.00099,105.636,46.199,-3.36,114.5639565,821.247,1.332,0.31,0.296,0.394,3.336,0.395,0.356,0.249,64.76,0.75,0.105,2195.656,122.1
01/29/20,USDAP1_TRI_3,B,141.4,19.3,30.618,18.89,0.00051,139.863,48.939,-0.74,83.7372978,397.613,1.673,0.468,0.199,0.333,1.078,1.54,1.57,-2.11,60.04,1.42,0.071,2425.987,119.6
01/29/20,USDAP1_TRI_3,C,170.3,18.1,25.281,19.14,0.00014,963.773,80.697,-3.45,16.0305147,81.518,2.288,0.437,0.171,0.392,2.205,1.624,-0.134,-0.489,32.82,1.1,0.135,1851.039,106.3
01/29/20,USDAP2_COT_1,A,54.9,34.7,25.851,20.9,0.00075,134.682,60.457,-1.05,130.1052375,826.065,1.692,0.35,0.242,0.409,-5.655,0.107,2.269,-1.376,27.49,1.21,0.101,2418.771,132.1
01/29/20,USDAP2_COT_1,B,136.1,35.7,22.203,21,0.00017,95.941,48.567,-4.83,89.2644651,374.982,2.005,0.529,0.157,0.314,2.42,0.549,0.15,0.301,57.08,0.93,0.016,2238.48,114.8
01/29/20,USDAP2_COT_1,C,153.4,36.1,23.177,20.63,0.00034,100.076,6.451,-3.64,134.611884,984.005,2.368,0.304,0.207,0.489,2.414,0.129,0.219,0.653,17.23,0.95,0.034,3147.61,183.1
09/11/19,USDAP2_COT_2,A,130.3,36.4,53.245,28.07,0.00101,45.217,17.593,-3.84,49.7385,442.12,9.29,0.25,0.073,0.678,1.607,0.496,-0.066,0.57,53.95,2.23,0.046,4008.939,333.4
09/11/19,USDAP2_COT_2,B,135.1,36.8,46.076,31.94,0.0005,272.022,35.962,-6.79,359.0232768,2077.681,2.049,0.384,0.202,0.414,4.885,0.446,0.572,-0.018,59.79,2.2,0.136,6142.24,556.7
09/11/19,USDAP2_COT_2,C,103.7,37.4,44.996,32.26,0.00068,261.866,24.391,-8.07,358.9391475,1876.806,1.586,0.425,0.222,0.353,2.673,0.337,0.308,0.355,62.26,2.17,0.178,6916.714,659.6
09/11/19,USDAP2_COT_3,A,56.7,37.9,43.671,32.35,0.00055,226.74,21.723,-7.3,328.2037164,1510.024,1.233,0.483,0.231,0.285,3.542,0.492,0.341,0.168,62.12,2.25,0.125,6537.659,617.2
09/11/19,USDAP2_COT_3,B,100.4,38.5,43.856,32.21,0.00041,206.646,3.628,-9.26,360.3496347,1661.363,1.106,0.482,0.246,0.272,3.374,0.528,0.357,0.115,61.78,2.39,0.085,3788.766,339.1
09/11/19,USDAP2_COT_3,C,64.7,38.8,44.052,32.17,0.00048,307.348,22.927,-6.74,373.4320941,1971.138,1.633,0.421,0.22,0.359,3.408,0.486,0.293,0.221,60.17,1.92,0.148,4381.151,488.9
09/11/19,USDAP2_RYE_1,A,110.6,18.3,43.646,32.83,0.00056,333.904,14.767,-5.62,341.3742458,1910.855,1.858,0.397,0.211,0.392,3.063,0.339,0.338,0.323,59.98,2.08,0.187,5848.874,576.1
09/11/19,USDAP2_RYE_1,B,87.2,19.2,42.707,32.93,0.00056,288.903,5.419,-6.88,323.6990715,1807.365,1.706,0.398,0.222,0.379,3.664,0.682,0.422,-0.104,60.36,1.96,0.162,7413.889,630.8
09/11/19,USDAP2_RYE_1,C,88.4,19,42.038,33.18,0.00094,206.191,2.358,-2.85,270.6913215,1699.255,2.934,0.354,0.164,0.482,2.012,0.889,-0.177,0.288,58.99,2.42,0.194,4252.617,441.8
03/10/20,USDAP2_RYE_2,A,106.1,18.4,32.126,29.06,0.00063,247.871,19.539,-0.01,207.9199364,1485.673,1.983,0.311,0.231,0.458,2.53,0.194,0.299,0.508,59.61,0.6,0.156,2221.73,104.7
03/10/20,USDAP2_RYE_2,B,124,18,31.021,28.88,0.00014,93.977,92.66,-2.73,33.8409981,137.733,0.865,0.546,0.243,0.21,2.435,0.862,0.166,-0.029,67.01,0.55,0.013,2068.624,101.3
03/10/20,USDAP2_RYE_2,C,93.5,17.8,31.57,28.59,0.00067,290.48,21.04,-0.42,260.3984828,1687.065,3.307,0.343,0.152,0.504,2.426,0.464,0.106,0.429,45.64,0.6,0.195,1612.76,81.8
03/10/20,USDAP2_RYE_3,A,171.8,18.4,33.674,28.15,0.00067,157.869,15.541,-5,150.8175338,1031.231,1.106,0.325,0.321,0.354,3.832,0.329,0.418,0.253,74.23,0.63,0.106,2289.949,127.5
03/10/20,USDAP2_RYE_3,B,132.8,18,34.818,27.95,0.00129,96.573,39.048,-6.24,161.3839545,1076.97,1.517,0.333,0.265,0.402,3.943,0.214,0.412,0.374,75.99,0.65,0.125,2130.93,126.9
03/10/20,USDAP2_RYE_3,C,132,18.5,31.88,27.55,0.00061,150.927,59.304,-4.68,111.7504089,616.214,1.521,0.403,0.237,0.36,3.088,0.699,0.225,0.075,76.24,0.54,0.092,2369.69,141
03/10/20,USDAP2_RYE_4,A,176.1,19.3,33.492,26.96,0.00062,239.166,34.704,-5.39,142.90812,793.934,0.925,0.4,0.312,0.288,3.517,0.422,0.376,0.202,74.02,0.56,0.148,2083.59,118.7
03/10/20,USDAP2_RYE_4,B,60.5,22,32.933,26.91,0.00111,174.412,12.764,-2.58,265.9697325,1764.31,3.352,0.335,0.153,0.512,1.892,0.268,-0.338,1.071,63.47,0.56,0.194,1723.353,94.1
03/10/20,USDAP2_RYE_4,C,105.6,20,35.022,26.86,0.0007,249.219,25.427,-0.39,183.851555,1413.699,1.179,0.289,0.326,0.385,2.778,0.256,0.393,0.352,66.89,0.92,0.174,2451.331,136.8
09/16/19,USDAP3_COT_1,A,382.5,30.2,38.188,31.34,0.00052,208.866,36.791,-7.15,264.3840234,1583.612,2.295,0.371,0.191,0.438,3.255,0.353,0.39,0.257,56.92,2.17,0.109,4205.633,481.7
09/16/19,USDAP3_COT_1,B,131.7,31.8,37.84,31.51,0.00107,173.895,24.444,-7.78,248.0661635,1485.871,2.556,0.371,0.177,0.452,2.749,0.263,0.364,0.373,58.36,2.42,0.186,5927.892,670.1
09/16/19,USDAP3_COT_1,C,276.5,32.7,37.779,31.76,0.00143,121.41,21.573,-7.77,173.0207259,1467.521,6.664,0.262,0.096,0.642,1.296,-0.102,-0.016,1.118,52.36,2.18,0.174,5316.047,540.8
09/16/19,USDAP3_COT_2,A,471.8,32.2,36.793,31.71,0.00077,176.762,30.839,-9,273.1249125,1618.518,2.567,0.375,0.175,0.45,2.811,0.806,0.171,0.023,59.74,2.44,0.136,3911.658,451
